jogador,time,posicao,Minutos,xG,xAG,G-PK,Assistencias,PrgC,PrgP,Key_Pass,Passing 1/3,Cross,Dribles_Tentados,Dribles_certos,%Dribles,Acoes Ofensivas,Cluster,Perfil,xG_Pontuacao,xAG_Pontuacao,G-PK_Pontuacao,Assistencias_Pontuacao,Acoes Ofensivas_Pontuacao,Key_Pass_Pontuacao,Passing 1/3_Pontuacao,Cross_Pontuacao,%Dribles_Pontuacao,Pontuacao_Total,Pontuacao
Lucas Alario,Internacional,"FW,MF",638,1.9,0.1,0,0,0,7,3,4,2,10,6,,1.707317073170732,1,mei apoio,2.09,0.18500000000000003,0.0,0,2.048780487804878,4.5,4.4,2.0,,15.223780487804879,0.0
Rafael Borré,Internacional,FW,1870,12.9,1.0,9,3,20,42,18,20,12,32,14,,15.121951219512194,2,mei assist,14.190000000000001,1.85,16.2,6,18.146341463414632,27.0,22.0,12.0,,117.38634146341464,13.943339708591186
Romulo,Internacional,MF,1794,0.4,0.1,0,0,13,73,5,81,3,11,5,,20.975609756097562,1,mei apoio,0.44000000000000006,0.18500000000000003,0.0,0,25.170731707317074,7.5,89.10000000000001,3.0,,125.39573170731708,15.036476450299038
Thiago Maia,Internacional,MF,1896,2.3,2.5,2,4,22,104,20,86,7,22,14,,30.73170731707317,4,finalizadores criativos,2.53,4.625,3.6,8,36.8780487804878,30.0,94.60000000000001,7.0,,187.23304878048782,23.47615053819637
Wanderson,Internacional,"FW,MF",1015,2.4,2.5,2,2,29,33,19,17,50,38,20,,15.121951219512194,1,mei apoio,2.64,4.625,3.6,4,18.146341463414632,28.5,18.700000000000003,50.0,,130.21134146341464,15.693719985426396
Wesley,Internacional,"FW,MF",2515,6.5,3.5,11,1,101,108,35,65,72,166,85,,50.97560975609756,0,construtores diretos,7.15,6.4750000000000005,19.8,2,61.170731707317074,52.5,71.5,72.0,,292.5957317073171,37.85624894829883
Caíque de Jesus Gonçalves,Juventude,MF,1422,0.1,0.3,0,0,13,59,6,61,2,16,12,,17.560975609756095,1,mei apoio,0.11000000000000001,0.555,0.0,0,21.073170731707314,9.0,67.10000000000001,2.0,,99.83817073170732,11.548332149658055
Edson Carioca,Juventude,FW,740,1.8,0.3,3,2,19,23,4,13,13,38,18,,10.24390243902439,1,mei apoio,1.9800000000000002,0.555,5.4,4,12.292682926829269,6.0,14.3,13.0,,57.52768292682927,5.7737166832303535
Erick,Juventude,FW,2112,5.0,2.6,5,3,31,35,21,21,24,42,26,,16.097560975609756,2,mei assist,5.5,4.8100000000000005,9.0,6,19.317073170731707,31.5,23.1,24.0,,123.2270731707317,14.740493828105713
Gabriel Taliari,Juventude,FW,914,3.3,1.6,2,2,9,12,11,9,5,24,7,,5.121951219512195,1,mei apoio,3.63,2.9600000000000004,3.6,4,6.146341463414634,16.5,9.9,5.0,,51.73634146341463,4.983303437695931
Gilberto,Juventude,FW,1110,3.7,1.5,3,1,16,14,13,11,14,6,4,,7.317073170731707,1,mei apoio,4.07,2.7750000000000004,5.4,2,8.780487804878048,19.5,12.100000000000001,14.0,,68.62548780487805,7.288366100361126
Jadson,Juventude,MF,2843,1.7,3.7,1,5,21,182,57,141,33,38,20,,49.51219512195122,5,dribladores_cross,1.87,6.845000000000001,1.8,10,59.41463414634146,85.5,155.10000000000002,33.0,,353.5296341463415,46.17262329682664
Jean Carlos Vicente,Juventude,"MF,FW",1031,1.7,2.7,4,2,26,52,25,37,90,12,9,,19.024390243902438,4,finalizadores criativos,1.87,4.995000000000001,7.2,4,22.829268292682926,37.5,40.7,90.0,,209.09426829268293,26.45981115899258
Lucas Barbosa,Juventude,FW,2443,6.4,3.4,7,2,61,103,28,59,55,51,18,,40.0,2,mei assist,7.040000000000001,6.29,12.6,4,48.0,42.0,64.9,55.0,,239.83,30.654682003014923
Luis Mandaca,Juventude,MF,1101,4.9,1.6,4,2,24,41,19,30,9,44,14,,15.853658536585366,2,mei assist,5.390000000000001,2.9600000000000004,7.2,4,19.024390243902438,28.5,33.0,9.0,,109.07439024390244,12.80890887220518
Luis Oyama,Juventude,MF,684,0.6,0.7,2,1,8,28,4,29,4,12,3,,8.780487804878048,1,mei apoio,0.66,1.295,3.6,2,10.536585365853657,6.0,31.900000000000002,4.0,,59.99158536585366,6.109994752104775
Marcelinho,Juventude,"FW,MF",1002,2.3,0.5,2,3,19,29,15,17,31,32,12,,11.707317073170733,1,mei apoio,2.53,0.925,3.6,6,14.04878048780488,22.5,18.700000000000003,31.0,,99.30378048780489,11.475397557606595
Nenê,Juventude,"MF,FW",1506,1.7,4.3,3,4,23,73,47,42,158,26,12,,23.414634146341466,3,mei completos,1.87,7.955,5.4,8,28.09756097560976,70.5,46.2,158.0,,326.02256097560974,42.418405881504086
Ronaldo,Juventude,MF,1135,1.0,1.2,2,2,11,47,7,41,3,13,5,,14.146341463414632,1,mei apoio,1.1,2.22,3.6,4,16.97560975609756,10.5,45.1,3.0,,86.49560975609756,9.727314171164606
Ronie Carrillo,Juventude,FW,678,1.0,0.3,1,0,6,10,5,6,7,13,3,,3.902439024390244,1,mei apoio,1.1,0.555,1.8,0,4.682926829268292,7.5,6.6000000000000005,7.0,,29.237926829268293,1.9126772204896603
Aníbal Moreno,Palmeiras,MF,2517,0.9,1.1,1,1,25,167,24,155,16,22,12,,46.82926829268293,4,finalizadores criativos,0.9900000000000001,2.035,1.8,2,56.19512195121952,36.0,170.5,16.0,,285.5201219512195,36.890556335148254
Estêvão Willian,Palmeiras,FW,2097,10.5,7.1,10,9,145,92,49,48,71,182,84,,57.80487804878048,3,mei completos,11.55,13.135,18.0,18,69.36585365853658,73.5,52.800000000000004,71.0,,327.3508536585366,42.59969378123583
Felipe Anderson,Palmeiras,FW,1310,2.8,4.3,2,2,46,57,32,37,45,42,24,,25.121951219512194,0,construtores diretos,3.08,7.955,3.6,4,30.146341463414632,48.0,40.7,45.0,,182.48134146341465,22.827628528909948
Gabriel Menino,Palmeiras,"MF,FW",1067,2.1,1.4,1,0,25,73,25,58,74,25,11,,23.902439024390244,4,finalizadores criativos,2.3100000000000005,2.59,1.8,0,28.682926829268293,37.5,63.800000000000004,74.0,,210.6829268292683,26.676634283286145
José López,Palmeiras,FW,2140,9.4,3.0,10,2,32,41,19,37,15,37,14,,17.804878048780488,2,mei assist,10.340000000000002,5.550000000000001,18.0,4,21.365853658536583,28.5,40.7,15.0,,143.45585365853657,17.50135608075933
Lázaro,Palmeiras,"FW,MF",773,2.7,0.5,2,0,28,41,10,24,15,29,11,,16.82926829268293,1,mei apoio,2.9700000000000006,0.925,3.6,0,20.195121951219516,15.0,26.400000000000002,15.0,,84.09012195121952,9.399008642133326
Mauricio,Palmeiras,MF,1132,3.5,1.1,3,0,13,47,16,34,29,13,3,,14.634146341463413,1,mei apoio,3.8500000000000005,2.035,5.4,0,17.560975609756095,24.0,37.400000000000006,29.0,,119.2459756097561,14.197146097042287
Raphael Veiga,Palmeiras,MF,2478,10.8,7.1,8,3,57,168,85,131,209,42,20,,54.87804878048781,3,mei completos,11.880000000000003,13.135,14.4,6,65.85365853658537,127.5,144.10000000000002,209.0,,591.8686585365854,78.70158450484452
Richard Ríos,Palmeiras,MF,1742,1.2,1.4,3,4,27,103,17,73,35,55,20,,31.70731707317073,4,finalizadores criativos,1.32,2.59,5.4,8,38.048780487804876,25.5,80.30000000000001,35.0,,196.1587804878049,24.69435129740187
Rony,Palmeiras,FW,1721,8.3,2.7,4,2,22,20,23,10,37,23,13,,10.24390243902439,2,mei assist,9.13,4.995000000000001,7.2,4,12.292682926829269,34.5,11.0,37.0,,120.11768292682927,14.316118361757907
Zé Rafael,Palmeiras,MF,951,0.6,1.8,0,2,10,49,13,43,4,19,6,,14.390243902439023,1,mei apoio,0.66,3.33,0.0,4,17.268292682926827,19.5,47.300000000000004,4.0,,96.05829268292683,11.032447238513592
Eduardo Sasha,Red Bull Bragantino,FW,2079,5.4,2.6,7,4,25,58,29,33,13,33,11,,20.243902439024392,2,mei assist,5.940000000000001,4.8100000000000005,12.6,8,24.29268292682927,43.5,36.300000000000004,13.0,,148.44268292682926,18.181967979017738
Eric Ramires,Red Bull Bragantino,MF,1106,2.0,0.3,2,2,9,38,8,42,10,21,10,,11.463414634146343,1,mei apoio,2.2,0.555,3.6,4,13.756097560975611,12.0,46.2,10.0,,92.31109756097561,10.521022955089302
Gustavinho,Red Bull Bragantino,"MF,FW",954,0.9,1.5,1,3,9,45,22,40,45,33,17,,13.170731707317074,4,finalizadores criativos,0.9900000000000001,2.7750000000000004,1.8,6,15.804878048780488,33.0,44.0,45.0,,149.3698780487805,18.308513324377678
Helinho,Red Bull Bragantino,"FW,MF",1102,3.4,2.1,7,2,35,43,24,37,71,60,35,,19.024390243902438,0,construtores diretos,3.74,3.8850000000000002,12.6,4,22.829268292682926,36.0,40.7,71.0,,194.75426829268292,24.50266081436748
Henry Mosquera,Red Bull Bragantino,"FW,MF",1934,4.3,2.1,1,2,97,38,34,13,40,142,71,,32.926829268292686,0,construtores diretos,4.73,3.8850000000000002,1.8,4,39.51219512195122,51.0,14.3,40.0,,159.22719512195124,19.65385861774135
Jhonatan Jowjow,Red Bull Bragantino,"MF,FW",1157,2.2,2.6,3,3,46,56,29,36,20,58,32,,24.878048780487806,0,construtores diretos,2.4200000000000004,4.8100000000000005,5.4,6,29.853658536585364,43.5,39.6,20.0,,151.58365853658538,18.610654275886162
Lincoln,Red Bull Bragantino,"MF,FW",1552,2.5,3.0,2,2,29,96,31,67,87,19,8,,30.48780487804878,4,finalizadores criativos,2.75,5.550000000000001,3.6,4,36.58536585365854,46.5,73.7,87.0,,259.68536585365854,33.36457991955225
Lucas Evangelista,Red Bull Bragantino,MF,2540,2.6,2.0,2,3,26,131,33,97,35,34,15,,38.29268292682927,4,finalizadores criativos,2.8600000000000003,3.7,3.6,6,45.951219512195124,49.5,106.7,35.0,,253.31121951219512,32.49462436105253
Matheus Fernandes,Red Bull Bragantino,MF,846,0.6,0.6,1,1,7,38,6,43,2,14,10,,10.975609756097562,1,mei apoio,0.66,1.11,1.8,2,13.170731707317074,9.0,47.300000000000004,2.0,,77.04073170731708,8.43689451763887
Raul,Red Bull Bragantino,MF,1305,0.3,1.1,1,1,9,68,11,58,2,11,7,,18.78048780487805,1,mei apoio,0.33,2.035,1.8,2,22.536585365853657,16.5,63.800000000000004,2.0,,111.00158536585366,13.071936110495741
Thiago Borbas,Red Bull Bragantino,FW,956,2.0,0.3,2,0,2,12,7,5,1,14,5,,3.414634146341464,1,mei apoio,2.2,0.555,3.6,0,4.097560975609756,10.5,5.5,1.0,,27.452560975609757,1.6690071092086496
Vinicius Mendonça,Red Bull Bragantino,FW,718,1.7,0.9,2,0,32,22,12,7,28,48,21,,13.170731707317074,1,mei apoio,1.87,1.665,3.6,0,15.804878048780488,18.0,7.700000000000001,28.0,,76.63987804878049,8.382185251533631
Vitinho,Red Bull Bragantino,"FW,MF",1915,3.8,2.7,3,3,72,51,30,38,128,34,14,,30.0,0,construtores diretos,4.18,4.995000000000001,5.4,6,36.0,45.0,41.800000000000004,128.0,,271.375,34.960003315511344
Alisson,São Paulo,MF,1609,0.6,0.6,1,2,21,114,14,119,15,31,17,,32.926829268292686,4,finalizadores criativos,0.66,1.11,1.8,4,39.51219512195122,21.0,130.9,15.0,,213.98219512195124,27.126924665157485
André Silva,São Paulo,FW,1535,3.9,0.8,7,2,20,32,15,16,19,25,12,,12.682926829268293,2,mei assist,4.29,1.4800000000000002,12.6,4,15.21951219512195,22.5,17.6,19.0,,96.68951219512195,11.118597272392726
Damián Bobadilla,São Paulo,MF,1031,0.9,0.8,1,0,7,60,13,69,8,9,6,,16.34146341463415,1,mei apoio,0.9900000000000001,1.4800000000000002,1.8,0,19.60975609756098,19.5,75.9,8.0,,127.27975609756098,15.293611665406983
Erick,São Paulo,"FW,MF",646,0.6,2.2,1,2,33,42,27,18,36,50,29,,18.29268292682927,4,finalizadores criativos,0.66,4.07,1.8,4,21.95121951219512,40.5,19.8,36.0,,128.78121951219512,15.498534234402324
Ferreira,São Paulo,"FW,MF",1230,2.9,1.8,5,1,76,57,30,30,71,95,50,,32.4390243902439,0,construtores diretos,3.19,3.33,9.0,2,38.92682926829268,45.0,33.0,71.0,,205.44682926829267,25.962001776594786
Jonathan Calleri,São Paulo,FW,2047,5.6,1.3,5,4,24,28,19,20,26,22,11,,12.682926829268293,2,mei assist,6.16,2.4050000000000002,9.0,8,15.21951219512195,28.5,22.0,26.0,,117.28451219512195,13.92944185729886
Lucas Moura,São Paulo,"FW,MF",2246,5.2,3.2,8,6,87,131,40,114,45,102,48,,53.170731707317074,0,construtores diretos,5.720000000000001,5.920000000000001,14.4,12,63.80487804878049,60.0,125.4,45.0,,332.2448780487805,43.267639494064944
Luciano,São Paulo,"MF,FW",2302,7.1,2.4,10,2,24,92,23,78,9,36,15,,28.292682926829265,2,mei assist,7.8100000000000005,4.44,18.0,4,33.95121951219512,34.5,85.80000000000001,9.0,,197.50121951219512,24.877569916594584
Luiz Gustavo,São Paulo,MF,2142,1.3,0.7,2,1,32,132,14,162,10,25,11,,40.0,4,finalizadores criativos,1.4300000000000002,1.295,3.6,2,48.0,21.0,178.20000000000002,10.0,,265.525,34.16158424186722
Marcos Antônio,São Paulo,MF,844,0.1,0.3,0,0,10,50,9,55,2,6,3,,14.634146341463413,1,mei apoio,0.11000000000000001,0.555,0.0,0,17.560975609756095,13.5,60.50000000000001,2.0,,94.22597560975609,10.782369135918154
Rodrigo Nestor,São Paulo,"MF,FW",984,1.1,1.4,0,2,29,50,15,36,59,24,6,,19.26829268292683,1,mei apoio,1.2100000000000002,2.59,0.0,4,23.121951219512194,22.5,39.6,59.0,,152.0219512195122,18.670473290909655
Wellington Rato,São Paulo,"FW,MF",1052,2.2,3.5,1,5,24,47,30,39,93,16,9,,17.317073170731707,4,finalizadores criativos,2.4200000000000004,6.4750000000000005,1.8,10,20.780487804878046,45.0,42.900000000000006,93.0,,222.37548780487805,28.272457138444068
Adson,Vasco da Gama,FW,1224,1.5,2.6,2,1,42,72,21,49,22,50,25,,27.80487804878049,4,finalizadores criativos,1.6500000000000001,4.8100000000000005,3.6,2,33.36585365853659,31.5,53.900000000000006,22.0,,152.8258536585366,18.78019141751925
David,Vasco da Gama,FW,1588,1.8,1.9,4,3,41,48,20,25,15,64,37,,21.70731707317073,0,construtores diretos,1.9800000000000002,3.515,7.2,6,26.048780487804876,30.0,27.500000000000004,15.0,,117.24378048780488,13.923882716781929
Dimitri Payet,Vasco da Gama,"MF,FW",1220,1.8,2.6,2,3,24,100,29,64,81,31,17,,30.24390243902439,4,finalizadores criativos,1.9800000000000002,4.8100000000000005,3.6,6,36.292682926829265,43.5,70.4,81.0,,247.58268292682928,31.71278284415948
Emerson Rodríguez,Vasco da Gama,FW,795,1.4,0.5,2,0,30,12,13,11,28,42,24,,10.24390243902439,1,mei apoio,1.54,0.925,3.6,0,12.292682926829269,19.5,12.100000000000001,28.0,,77.95768292682928,8.562041755802936
Hugo Moura,Vasco da Gama,MF,2114,1.9,0.9,1,4,22,114,17,87,17,16,9,,33.170731707317074,4,finalizadores criativos,2.09,1.665,1.8,8,39.80487804878049,25.5,95.7,17.0,,191.5598780487805,24.066684387120567
Juan Sforza,Vasco da Gama,MF,1250,0.7,0.1,1,0,7,66,2,63,5,9,8,,17.804878048780488,1,mei apoio,0.77,0.18500000000000003,1.8,0,21.365853658536583,3.0,69.30000000000001,5.0,,101.4208536585366,11.764339711420691
Mateus Cocão,Vasco da Gama,MF,2156,0.7,1.0,2,2,20,114,11,127,12,26,19,,32.6829268292683,4,finalizadores criativos,0.77,1.85,3.6,4,39.21951219512196,16.5,139.70000000000002,12.0,,217.63951219512197,27.626082222351307
Pablo Galdames Millán,Vasco da Gama,MF,1154,0.3,0.7,0,2,8,71,18,61,19,8,2,,19.26829268292683,1,mei apoio,0.33,1.295,0.0,4,23.121951219512194,27.0,67.10000000000001,19.0,,141.84695121951222,17.281770030340592
Pablo Vegetti,Vasco da Gama,FW,2986,12.4,2.8,12,2,10,37,19,28,17,17,3,,11.463414634146343,2,mei assist,13.640000000000002,5.18,21.6,4,13.756097560975611,28.5,30.800000000000004,17.0,,134.47609756097563,16.27578197050893
Philippe Coutinho,Vasco da Gama,MF,667,2.3,1.0,2,1,28,60,11,57,38,24,12,,21.463414634146343,1,mei apoio,2.53,1.85,3.6,2,25.75609756097561,16.5,62.7,38.0,,152.9360975609756,18.795237714008184
Rayan Vitor,Vasco da Gama,"FW,MF",855,1.9,1.4,1,0,16,15,11,14,8,16,7,,7.560975609756097,1,mei apoio,2.09,2.59,1.8,0,9.073170731707316,16.5,15.400000000000002,8.0,,55.45317073170732,5.490583331932451
Alerrandro,Vitória,FW,2387,11.0,2.8,11,4,16,55,33,28,7,24,10,,17.317073170731707,2,mei assist,12.100000000000001,5.18,19.8,8,20.780487804878046,49.5,30.800000000000004,7.0,,153.16048780487804,18.82586291925115
Carlos Eduardo,Vitória,"FW,MF",871,1.5,1.2,0,2,19,22,9,16,19,34,16,,10.0,1,mei apoio,1.6500000000000001,2.22,0.0,4,12.0,13.5,17.6,19.0,,69.97,7.471867669819675
Gustavo Mosquito,Vitória,"FW,MF",797,2.1,2.0,0,2,23,22,10,12,22,30,11,,10.975609756097562,1,mei apoio,2.3100000000000005,3.7,0.0,4,13.170731707317074,15.0,13.200000000000001,22.0,,73.38073170731707,7.937370789512796
Janderson,Vitória,"FW,MF",1396,2.1,1.6,3,1,39,23,13,20,14,59,28,,15.121951219512194,1,mei apoio,2.3100000000000005,2.9600000000000004,5.4,2,18.146341463414632,19.5,22.0,14.0,,86.31634146341463,9.702847295236799
José Hugo,Vitória,"MF,FW",632,1.5,0.9,1,2,34,17,9,11,39,43,20,,12.439024390243903,1,mei apoio,1.6500000000000001,1.665,1.8,4,14.926829268292682,13.5,12.100000000000001,39.0,,88.64182926829268,10.020234272833628
Luan Silva,Vitória,MF,1585,0.4,0.2,0,0,6,41,6,30,4,11,7,,11.463414634146343,1,mei apoio,0.44000000000000006,0.37000000000000005,0.0,0,13.756097560975611,9.0,33.0,4.0,,60.566097560975614,6.188405264006745
Léo Naldi,Vitória,MF,1103,0.5,0.2,0,0,13,45,7,43,8,15,4,,14.146341463414632,1,mei apoio,0.55,0.37000000000000005,0.0,0,16.97560975609756,10.5,47.300000000000004,8.0,,83.69560975609755,9.345164870958866
Machado,Vitória,MF,822,0.3,0.5,0,0,3,39,10,34,47,17,12,,10.24390243902439,1,mei apoio,0.33,0.925,0.0,0,12.292682926829269,15.0,37.400000000000006,47.0,,112.94768292682927,13.337543189445356
Matheusinho,Vitória,"MF,FW",2469,3.5,3.4,5,5,55,98,37,79,101,80,37,,37.31707317073171,0,construtores diretos,3.8500000000000005,6.29,9.0,10,44.78048780487805,55.5,86.9,101.0,,317.32048780487804,41.230730462741846
Osvaldo,Vitória,"MF,FW",1072,2.4,1.6,1,0,29,37,19,15,45,33,12,,16.097560975609756,1,mei apoio,2.64,2.9600000000000004,1.8,0,19.317073170731707,28.5,16.5,45.0,,116.71707317073171,13.851996705127375
Ricardo,Vitória,MF,1043,0.2,0.5,0,1,5,54,10,43,8,11,5,,14.390243902439023,1,mei apoio,0.22000000000000003,0.925,0.0,2,17.268292682926827,15.0,47.300000000000004,8.0,,90.71329268292683,10.302951520799425
Willian,Vitória,MF,2649,4.1,1.2,5,1,11,102,31,78,3,20,4,,27.5609756097561,4,finalizadores criativos,4.51,2.22,9.0,2,33.073170731707314,46.5,85.80000000000001,3.0,,186.10317073170734,23.321942643318057
